date,divergence_pctl
2022-12-23,0.316
2022-12-27,0.251
2022-12-28,0.258
2022-12-29,0.223
2022-12-30,0.195
2023-01-03,0.093
2023-01-04,0.053
2023-01-05,0.031
2023-01-06,0.036
2023-01-09,0.035
2023-01-10,0.022
2023-01-11,0.017
2023-01-12,0.009
2023-01-13,0.01
2023-01-17,0.017
2023-01-18,0.008
2023-01-19,0.017
2023-01-20,0.014
2023-01-23,0.014
2023-01-24,0.013
2023-01-25,0.005
2023-01-26,0.004
2023-01-27,0.004
2023-01-30,0.007
2023-01-31,0.003
2023-02-01,0.004
2023-02-02,0.002
2023-02-03,0.008
2023-02-06,0.007
2023-02-07,0.01
2023-02-08,0.004
2023-02-09,0.002
2023-02-10,0.007
2023-02-13,0.008
2023-02-14,0.009
2023-02-15,0.006
2023-02-16,0.003
2023-02-17,0.002
2023-02-21,0.005
2023-02-22,0.005
2023-02-23,0.005
2023-02-24,0.016
2023-02-27,0.025
2023-02-28,0.025
2023-03-01,0.029
2023-03-02,0.033
2023-03-03,0.029
2023-03-06,0.033
2023-03-07,0.02
2023-03-08,0.019
2023-03-09,0.017
2023-03-10,0.014
2023-03-13,0.002
2023-03-14,0.01
2023-03-15,0.002
2023-03-16,0.001
2023-03-17,0.0
2023-03-20,0.0
2023-03-21,0.004
2023-03-22,0.002
2023-03-23,0.003
2023-03-24,0.001
2023-03-27,0.006
2023-03-28,0.006
2023-03-29,0.008
2023-03-30,0.008
2023-03-31,0.007
2023-04-03,0.009
2023-04-04,0.007
2023-04-05,0.003
2023-04-06,0.006
2023-04-10,0.012
2023-04-11,0.019
2023-04-12,0.045
2023-04-13,0.06
2023-04-14,0.061
2023-04-17,0.059
2023-04-18,0.062
2023-04-19,0.07
2023-04-20,0.07
2023-04-21,0.081
2023-04-24,0.09
2023-04-25,0.088
2023-04-26,0.082
2023-04-27,0.088
2023-04-28,0.089
2023-05-01,0.099
2023-05-02,0.099
2023-05-03,0.105
2023-05-04,0.11
2023-05-05,0.109
2023-05-08,0.115
2023-05-09,0.107
2023-05-10,0.119
2023-05-11,0.111
2023-05-12,0.12
2023-05-15,0.132
2023-05-16,0.126
2023-05-17,0.122
2023-05-18,0.116
2023-05-19,0.133
2023-05-22,0.132
2023-05-23,0.123
2023-05-24,0.124
2023-05-25,0.146
2023-05-26,0.131
2023-05-30,0.127
2023-05-31,0.095
2023-06-01,0.115
2023-06-02,0.122
2023-06-05,0.134
2023-06-06,0.128
2023-06-07,0.109
2023-06-08,0.102
2023-06-09,0.106
2023-06-12,0.098
2023-06-13,0.108
2023-06-14,0.144
2023-06-15,0.173
2023-06-16,0.154
2023-06-20,0.137
2023-06-21,0.165
2023-06-22,0.189
2023-06-23,0.17
2023-06-26,0.124
2023-06-27,0.145
2023-06-28,0.169
2023-06-29,0.216
2023-06-30,0.207
2023-07-03,0.187
2023-07-05,0.205
2023-07-06,0.206
2023-07-07,0.208
2023-07-10,0.221
2023-07-11,0.209
2023-07-12,0.203
2023-07-13,0.186
2023-07-14,0.176
2023-07-17,0.253
2023-07-18,0.284
2023-07-19,0.249
2023-07-20,0.206
2023-07-21,0.189
2023-07-24,0.166
2023-07-25,0.203
2023-07-26,0.204
2023-07-27,0.286
2023-07-28,0.328
2023-07-31,0.27
2023-08-01,0.281
2023-08-02,0.22
2023-08-03,0.251
2023-08-04,0.265
2023-08-07,0.248
2023-08-08,0.205
2023-08-09,0.181
2023-08-10,0.198
2023-08-11,0.179
2023-08-14,0.205
2023-08-15,0.22
2023-08-16,0.233
2023-08-17,0.227
2023-08-18,0.188
2023-08-21,0.281
2023-08-22,0.256
2023-08-23,0.22
2023-08-24,0.187
2023-08-25,0.176
2023-08-28,0.178
2023-08-29,0.18
2023-08-30,0.222
2023-08-31,0.224
2023-09-01,0.237
2023-09-05,0.292
2023-09-06,0.276
2023-09-07,0.23
2023-09-08,0.241
2023-09-11,0.24
2023-09-12,0.175
2023-09-13,0.226
2023-09-14,0.22
2023-09-15,0.166
2023-09-18,0.176
2023-09-19,0.205
2023-09-20,0.213
2023-09-21,0.222
2023-09-22,0.24
2023-09-25,0.284
2023-09-26,0.291
2023-09-27,0.324
2023-09-28,0.346
2023-09-29,0.35
2023-10-02,0.406
2023-10-03,0.372
2023-10-04,0.372
2023-10-05,0.413
2023-10-06,0.473
2023-10-09,0.46
2023-10-10,0.492
2023-10-11,0.482
2023-10-12,0.509
2023-10-13,0.473
2023-10-16,0.486
2023-10-17,0.491
2023-10-18,0.494
2023-10-19,0.521
2023-10-20,0.45
2023-10-23,0.465
2023-10-24,0.471
2023-10-25,0.474
2023-10-26,0.447
2023-10-27,0.513
2023-10-30,0.513
2023-10-31,0.496
2023-11-01,0.504
2023-11-02,0.501
2023-11-03,0.521
2023-11-06,0.523
2023-11-07,0.559
2023-11-08,0.546
2023-11-09,0.495
2023-11-10,0.538
2023-11-13,0.575
2023-11-14,0.55
2023-11-15,0.558
2023-11-16,0.588
2023-11-17,0.571
2023-11-20,0.555
2023-11-21,0.549
2023-11-22,0.591
2023-11-24,0.574
2023-11-27,0.531
2023-11-28,0.567
2023-11-29,0.601
2023-11-30,0.591
2023-12-01,0.62
2023-12-04,0.569
2023-12-05,0.616
2023-12-06,0.571
2023-12-07,0.614
2023-12-08,0.63
2023-12-11,0.721
2023-12-12,0.711
2023-12-13,0.759
2023-12-14,0.71
2023-12-15,0.672
2023-12-18,0.714
2023-12-19,0.745
2023-12-20,0.739
2023-12-21,0.744
2023-12-22,0.704
2023-12-26,0.707
2023-12-27,0.729
2023-12-28,0.696
2023-12-29,0.659
2024-01-02,0.631
2024-01-03,0.565
2024-01-04,0.494
2024-01-05,0.513
2024-01-08,0.51
2024-01-09,0.588
2024-01-10,0.701
2024-01-11,0.728
2024-01-12,0.688
2024-01-16,0.766
2024-01-17,0.726
2024-01-18,0.831
2024-01-19,0.878
2024-01-22,0.884
2024-01-23,0.903
2024-01-24,0.922
2024-01-25,0.937
2024-01-26,0.923
2024-01-29,0.956
2024-01-30,0.95
2024-01-31,0.927
2024-02-01,0.891
2024-02-02,0.944
2024-02-05,0.955
2024-02-06,0.95
2024-02-07,0.963
2024-02-08,0.957
2024-02-09,0.963
2024-02-12,0.944
2024-02-13,0.938
2024-02-14,0.929
2024-02-15,0.925
2024-02-16,0.913
2024-02-20,0.891
2024-02-21,0.891
2024-02-22,0.924
2024-02-23,0.919
2024-02-26,0.951
2024-02-27,0.944
2024-02-28,0.923
2024-02-29,0.915
2024-03-01,0.924
2024-03-04,0.937
2024-03-05,0.925
2024-03-06,0.922
2024-03-07,0.912
2024-03-08,0.884
2024-03-11,0.863
2024-03-12,0.898
2024-03-13,0.89
2024-03-14,0.899
2024-03-15,0.867
2024-03-18,0.875
2024-03-19,0.823
2024-03-20,0.791
2024-03-21,0.857
2024-03-22,0.858
2024-03-25,0.847
2024-03-26,0.839
2024-03-27,0.779
2024-03-28,0.794
2024-04-01,0.802
2024-04-02,0.796
2024-04-03,0.804
2024-04-04,0.673
2024-04-05,0.777
2024-04-08,0.763
2024-04-09,0.655
2024-04-10,0.711
2024-04-11,0.711
2024-04-12,0.633
2024-04-15,0.567
2024-04-16,0.624
2024-04-17,0.562
2024-04-18,0.54
2024-04-19,0.575
2024-04-22,0.607
2024-04-23,0.593
2024-04-24,0.622
2024-04-25,0.637
2024-04-26,0.586
2024-04-29,0.525
2024-04-30,0.463
2024-05-01,0.422
2024-05-02,0.424
2024-05-03,0.389
2024-05-06,0.379
2024-05-07,0.369
2024-05-08,0.372
2024-05-09,0.355
2024-05-10,0.392
2024-05-13,0.396
2024-05-14,0.399
2024-05-15,0.374
2024-05-16,0.338
2024-05-17,0.361
2024-05-20,0.327
2024-05-21,0.386
2024-05-22,0.416
2024-05-23,0.42
2024-05-24,0.481
2024-05-28,0.439
2024-05-29,0.455
2024-05-30,0.395
2024-05-31,0.423
2024-06-03,0.502
2024-06-04,0.503
2024-06-05,0.548
2024-06-06,0.48
2024-06-07,0.578
2024-06-10,0.606
2024-06-11,0.711
2024-06-12,0.752
2024-06-13,0.703
2024-06-14,0.767
2024-06-17,0.804
2024-06-18,0.829
2024-06-20,0.792
2024-06-21,0.627
2024-06-24,0.638
2024-06-25,0.709
2024-06-26,0.775
2024-06-27,0.761
2024-06-28,0.749
2024-07-01,0.81
2024-07-02,0.814
2024-07-03,0.703
2024-07-05,0.748
2024-07-08,0.68
2024-07-09,0.691
2024-07-10,0.693
2024-07-11,0.617
2024-07-12,0.584
2024-07-15,0.741
2024-07-16,0.781
2024-07-17,0.676
2024-07-18,0.74
2024-07-19,0.7
2024-07-22,0.737
2024-07-23,0.843
2024-07-24,0.807
2024-07-25,0.877
2024-07-26,0.838
2024-07-29,0.865
2024-07-30,0.883
2024-07-31,0.878
2024-08-01,0.899
2024-08-02,0.863
2024-08-05,0.837
2024-08-06,0.811
2024-08-07,0.701
2024-08-08,0.667
2024-08-09,0.632
2024-08-12,0.613
2024-08-13,0.588
2024-08-14,0.593
2024-08-15,0.632
2024-08-16,0.583
2024-08-19,0.521
2024-08-20,0.581
2024-08-21,0.605
2024-08-22,0.688
2024-08-23,0.696
2024-08-26,0.729
2024-08-27,0.805
2024-08-28,0.865
2024-08-29,0.917
2024-08-30,0.931
2024-09-03,0.892
2024-09-04,0.902
2024-09-05,0.862
2024-09-06,0.844
2024-09-09,0.896
2024-09-10,0.913
2024-09-11,0.854
2024-09-12,0.855
2024-09-13,0.799
2024-09-16,0.803
2024-09-17,0.751
2024-09-18,0.779
2024-09-19,0.758
2024-09-20,0.807
2024-09-23,0.85
2024-09-24,0.682
2024-09-25,0.681
2024-09-26,0.678
2024-09-27,0.695
2024-09-30,0.754
2024-10-01,0.584
2024-10-02,0.524
2024-10-03,0.499
2024-10-04,0.493
2024-10-07,0.492
2024-10-08,0.552
2024-10-09,0.624
2024-10-10,0.563
2024-10-11,0.549
2024-10-14,0.544
2024-10-15,0.51
2024-10-16,0.592
2024-10-17,0.641
2024-10-18,0.687
2024-10-21,0.689
2024-10-22,0.7
2024-10-23,0.682
2024-10-24,0.615
2024-10-25,0.603
2024-10-28,0.652
2024-10-29,0.661
2024-10-30,0.67
2024-10-31,0.576
2024-11-01,0.769
2024-11-04,0.628
2024-11-05,0.708
2024-11-06,0.793
2024-11-07,0.696
2024-11-08,0.741
2024-11-11,0.866
2024-11-12,0.883
2024-11-13,0.874
2024-11-14,0.878
2024-11-15,0.838
2024-11-18,0.791
2024-11-19,0.713
2024-11-20,0.759
2024-11-21,0.885
2024-11-22,0.837
2024-11-25,0.827
2024-11-26,0.883
2024-11-27,0.897
2024-11-29,0.953
2024-12-02,0.947
2024-12-03,0.9
2024-12-04,0.904
2024-12-05,0.911
2024-12-06,0.902
2024-12-09,0.751
2024-12-10,0.709
2024-12-11,0.784
2024-12-12,0.809
2024-12-13,0.835
2024-12-16,0.873
2024-12-17,0.919
2024-12-18,0.923
2024-12-19,0.926
2024-12-20,0.9
2024-12-23,0.881
2024-12-24,0.912
2024-12-26,0.912
2024-12-27,0.86
2024-12-30,0.812
2024-12-31,0.82
2025-01-02,0.722
2025-01-03,0.887
2025-01-06,0.879
2025-01-07,0.802
2025-01-08,0.825
2025-01-10,0.789
2025-01-13,0.705
2025-01-14,0.739
2025-01-15,0.757
2025-01-16,0.82
2025-01-17,0.813
2025-01-21,0.717
2025-01-22,0.672
2025-01-23,0.661
2025-01-24,0.632
2025-01-27,0.608
2025-01-28,0.656
2025-01-29,0.592
2025-01-30,0.586
2025-01-31,0.55
2025-02-03,0.553
2025-02-04,0.557
2025-02-05,0.714
2025-02-06,0.661
2025-02-07,0.703
2025-02-10,0.721
2025-02-11,0.654
2025-02-12,0.621
2025-02-13,0.648
2025-02-14,0.611
2025-02-18,0.557
2025-02-19,0.622
2025-02-20,0.536
2025-02-21,0.564
2025-02-24,0.53
2025-02-25,0.505
2025-02-26,0.507
2025-02-27,0.511
2025-02-28,0.666
2025-03-03,0.688
2025-03-04,0.621
2025-03-05,0.617
2025-03-06,0.54
2025-03-07,0.542
2025-03-10,0.486
2025-03-11,0.455
2025-03-12,0.418
2025-03-13,0.385
2025-03-14,0.349
2025-03-17,0.336
2025-03-18,0.326
2025-03-19,0.265
2025-03-20,0.26
2025-03-21,0.282
2025-03-24,0.312
2025-03-25,0.262
2025-03-26,0.21
2025-03-27,0.227
2025-03-28,0.182
2025-03-31,0.192
2025-04-01,0.145
2025-04-02,0.155
2025-04-03,0.111
2025-04-04,0.113
2025-04-07,0.1
2025-04-08,0.101
2025-04-09,0.11
2025-04-10,0.113
2025-04-11,0.114
2025-04-14,0.135
2025-04-15,0.138
2025-04-16,0.161
2025-04-17,0.175
2025-04-21,0.157
2025-04-22,0.174
2025-04-23,0.146
2025-04-24,0.181
2025-04-25,0.191
2025-04-28,0.178
2025-04-29,0.166
2025-04-30,0.163
2025-05-01,0.179
2025-05-02,0.157
2025-05-05,0.16
2025-05-06,0.177
2025-05-07,0.211
2025-05-08,0.264
2025-05-09,0.282
2025-05-12,0.268
2025-05-13,0.297
2025-05-14,0.306
2025-05-15,0.278
2025-05-16,0.314
2025-05-19,0.351
2025-05-20,0.398
2025-05-21,0.397
2025-05-22,0.354
2025-05-23,0.344
2025-05-27,0.34
2025-05-28,0.352
2025-05-29,0.354
2025-05-30,0.384
2025-06-02,0.427
2025-06-03,0.449
2025-06-04,0.552
2025-06-05,0.599
2025-06-06,0.565
2025-06-09,0.55
2025-06-10,0.474
2025-06-11,0.454
2025-06-12,0.463
2025-06-13,0.435
2025-06-16,0.439
2025-06-17,0.406
2025-06-18,0.373
2025-06-20,0.371
2025-06-23,0.388
2025-06-24,0.444
2025-06-25,0.424
2025-06-26,0.392
2025-06-27,0.398
2025-06-30,0.418
2025-07-01,0.353
2025-07-02,0.416
2025-07-03,0.44
2025-07-07,0.481
2025-07-08,0.567
2025-07-09,0.63
2025-07-10,0.53
2025-07-11,0.572
2025-07-14,0.623
2025-07-15,0.713
2025-07-16,0.611
2025-07-17,0.658
2025-07-18,0.69
2025-07-21,0.728
2025-07-22,0.651
2025-07-23,0.694
2025-07-24,0.65
2025-07-25,0.708
2025-07-28,0.731
2025-07-29,0.606
2025-07-30,0.664
2025-07-31,0.664
2025-08-01,0.539
2025-08-04,0.582
2025-08-05,0.631
2025-08-06,0.678
2025-08-07,0.611
2025-08-08,0.523
2025-08-11,0.469
2025-08-12,0.476
2025-08-13,0.455
2025-08-14,0.513
2025-08-15,0.536
2025-08-18,0.499
2025-08-19,0.515
2025-08-20,0.516
2025-08-21,0.489
2025-08-22,0.514
2025-08-25,0.495
2025-08-26,0.487
2025-08-27,0.528
2025-08-28,0.484
2025-08-29,0.464
2025-09-02,0.381
2025-09-03,0.397
2025-09-04,0.447
2025-09-05,0.445
2025-09-08,0.412
2025-09-09,0.435
2025-09-10,0.431
2025-09-11,0.481
2025-09-12,0.449
2025-09-15,0.541
2025-09-16,0.491
2025-09-17,0.476
2025-09-18,0.49
2025-09-19,0.43
2025-09-22,0.483
2025-09-23,0.467
2025-09-24,0.472
2025-09-25,0.486
2025-09-26,0.551
2025-09-29,0.617
2025-09-30,0.728
2025-10-01,0.845
2025-10-02,0.813
2025-10-03,0.802
2025-10-06,0.79
2025-10-07,0.613
2025-10-08,0.671
2025-10-09,0.485
2025-10-10,0.412
2025-10-13,0.417
2025-10-14,0.448
2025-10-15,0.397
2025-10-16,0.421
2025-10-17,0.373
2025-10-20,0.363
2025-10-21,0.343
2025-10-22,0.326
2025-10-23,0.321
2025-10-24,0.356
2025-10-27,0.349
2025-10-28,0.38
2025-10-29,0.391
2025-10-30,0.385
2025-10-31,0.345
2025-11-03,0.398
2025-11-04,0.354
2025-11-05,0.391
2025-11-06,0.309
2025-11-07,0.284
2025-11-10,0.364
2025-11-11,0.399
2025-11-12,0.433
2025-11-13,0.398
2025-11-14,0.367
2025-11-17,0.359
2025-11-18,0.348
2025-11-19,0.3
2025-11-20,0.271
2025-11-21,0.246
2025-11-24,0.21
2025-11-25,0.251
2025-11-26,0.225
2025-11-28,0.233
2025-12-01,0.193
2025-12-02,0.235
2025-12-03,0.257
2025-12-04,0.249
2025-12-05,0.249
2025-12-08,0.273
2025-12-09,0.251
2025-12-10,0.274
2025-12-11,0.255
2025-12-12,0.159
2025-12-15,0.203
2025-12-16,0.117
2025-12-17,0.092
2025-12-18,0.133
2025-12-19,0.168
2025-12-22,0.239
2025-12-23,0.272
2025-12-24,0.263
2025-12-26,0.249
2025-12-29,0.275
2025-12-30,0.322
2025-12-31,0.326
2026-01-02,0.338
2026-01-05,0.321
2026-01-06,0.335
2026-01-07,0.321
2026-01-08,0.343
2026-01-09,0.313
2026-01-12,0.292
2026-01-13,0.262
2026-01-14,0.2
2026-01-15,0.201
2026-01-16,0.228
2026-01-20,0.256
2026-01-21,0.315
2026-01-22,0.355
2026-01-23,0.401
2026-01-26,0.383
2026-01-27,0.489
2026-01-28,0.524
2026-01-29,0.557
2026-01-30,0.574
2026-02-02,0.552
2026-02-03,0.547
2026-02-04,0.552
2026-02-05,0.546
2026-02-06,0.566
2026-02-09,0.585
2026-02-10,0.525
2026-02-11,0.549
2026-02-12,0.504
2026-02-13,0.503
2026-02-17,0.487
2026-02-18,0.486
2026-02-19,0.512
2026-02-20,0.533
2026-02-23,0.526
2026-02-24,0.554
2026-02-25,0.595
2026-02-26,0.553
2026-02-27,0.49
2026-03-02,0.502
2026-03-03,0.443
2026-03-04,0.495
2026-03-05,0.457
2026-03-06,0.454
2026-03-09,0.434
2026-03-10,0.473
2026-03-11,0.471
2026-03-12,0.416
2026-03-13,0.464
2026-03-16,0.454
2026-03-17,0.477
2026-03-18,0.48
2026-03-19,0.491
2026-03-20,0.5
2026-03-23,0.489
2026-03-24,0.57
2026-03-25,0.54
2026-03-26,0.58
2026-03-27,0.64
2026-03-30,0.658
2026-03-31,0.632
2026-04-01,0.731
2026-04-02,0.662
2026-04-06,0.624
2026-04-07,0.686
2026-04-08,0.622
2026-04-09,0.643
2026-04-10,0.686
2026-04-13,0.658
2026-04-14,0.577
2026-04-15,0.526
2026-04-16,0.491
2026-04-17,0.439
2026-04-20,0.49
2026-04-21,0.456
2026-04-22,0.494
2026-04-23,0.49
2026-04-24,0.513
2026-04-27,0.55
2026-04-28,0.563
2026-04-29,0.544
2026-04-30,0.625
2026-05-01,0.58
2026-05-04,0.585
2026-05-05,0.589
2026-05-06,0.601
2026-05-07,0.518
2026-05-08,0.647
2026-05-11,0.73
2026-05-12,0.687
2026-05-13,0.771
2026-05-14,0.693
2026-05-15,0.711
2026-05-18,0.747
2026-05-19,0.836
2026-05-20,0.798
2026-05-21,0.835
2026-05-22,0.768
2026-05-26,0.754
2026-05-27,0.753
2026-05-28,0.775
2026-05-29,0.775
2026-06-01,0.8
2026-06-02,0.835
2026-06-03,0.908
2026-06-04,0.848
2026-06-05,0.827
2026-06-08,0.849
2026-06-09,0.751
2026-06-10,0.723
2026-06-11,0.799
