date,aaxj,dfe,eem,efa,efg,efv,eido,epi,epp,ewg,ewj,ewp,ewu,eww,ewx,ewz,ezu,fxi,iefa,ilf,iwd,iwf,iwm,iwn,iwo,iwp,iws,iyr,jnk,schc,spy,tlt,vbk,vt,xlb,xle,xlf,xli,xlk,xlp,xlu,xlv,xly
2016-12-08,57.86,54.066,36.36,58.47,63.6,48.3,24.65,20.65,41.81,26.07,51.1,26.83,31.03,45.55,41.56,33.01,34.23,37.69,54.3,28.35,113.28,26.395,138.04,121.55,158.28,49.835,82.51,77.38,109.3801,29.83,225.15,118.98,137.53,61.97,25.745,38.18,23.7,63.69,24.15,51.3,23.73,68.02,42.06
2016-12-09,57.49,54.17,36.17,58.72,64.03,48.35,24.54,20.64,41.77,26.09,51.25,26.84,31.18,45.84,41.37,32.82,34.25,37.47,54.5,28.4,113.75,26.5575,138.31,121.97,158.22,49.81,82.59,77.32,109.3801,29.83,226.51,117.5,137.26,62.15,25.75,38.3,23.75,63.98,24.325,52.04,23.98,68.85,42.155
2016-12-12,56.92,54.24,35.93,58.46,63.89,48.15,24.33,20.43,41.65,26.11,50.75,26.91,31.05,46.21,41.06,32.43,34.315,36.61,54.28,28.15,113.71,26.475,136.85,120.66,156.54,49.475,82.21,77.8,109.2601,29.8,226.25,117.72,136.02,61.96,25.635,38.48,23.52,63.75,24.25,52.25,24.23,69.18,41.805
2016-12-13,57.57,54.45,36.33,59.09,64.65,48.56,24.7,20.58,41.9,26.34,51.35,27.32,31.34,46.26,41.37,32.72,34.66,37.01,54.88,28.26,114.22,26.6775,136.86,120.66,156.63,49.69,82.4,77.8,109.5901,30.03,227.76,118.14,136.19,62.46,25.595,38.915,23.58,63.66,24.555,52.49,24.48,69.74,42.18
2016-12-14,56.26,53.75,35.25,58.22,63.6,47.85,23.79,20.09,41.12,26.02,50.56,26.76,30.98,45.14,40.39,31.5,34.11,36.2,54.06,27.33,112.99,26.535,135.15,118.89,154.83,49.3,81.19,76.36,108.6601,29.45,225.88,116.82,134.51,61.65,25.29,38.135,23.47,63.02,24.47,51.92,23.975,69.38,41.895
2016-12-15,56.13,53.49,35.31,58.09,63.34,47.87,23.91,20.34,40.82,26.02,50.56,26.89,30.93,45.09,40.61,31.87,34.15,35.88,53.89,27.44,113.55,26.6075,136.16,119.89,156.06,49.5,81.44,75.79,108.7801,29.36,226.81,117.41,135.03,61.76,25.455,38.22,23.67,63.09,24.58,52.14,24.145,69.83,41.795
2016-12-16,55.87,53.74,35.15,58.13,63.4,47.79,23.79,20.25,40.53,26.13,50.12,27.06,31.04,44.37,39.73,31.53,34.28,35.5,53.94,27.03,113.4,26.56,135.91,119.61,155.83,49.37,81.42,76.8,108.8701,29.3495,225.04,117.14,134.77,61.7,25.21,38.255,23.36,62.58,24.295,52.05,24.205,69.58,41.345
2016-12-19,55.55,53.77,34.91,58.04,63.58,47.63,23.61,20.18,40.32,26.06,50.55,26.87,30.85,44.26,39.47,31.11,34.165,35.36,53.9,26.64,113.57,26.63,136.8,120.53,156.63,49.455,81.7,77.65,109.2601,28.71,225.53,118.4,135.4,61.75,25.16,38.08,23.37,62.93,24.47,52.15,24.295,69.29,41.455
2016-12-20,55.56,53.88,35.03,58.24,63.77,47.83,23.22,20.12,40.64,26.15,50.6,27.07,30.9,44.06,39.41,31.53,34.355,35.23,54.06,26.91,114.09,26.7175,137.96,121.77,157.54,49.68,82.06,77.79,109.3201,28.79,226.4,117.81,135.96,61.53,25.18,37.995,23.66,63.29,24.56,52.05,24.325,69.24,41.785
2016-12-21,54.63,54.28,34.49,57.66,63.28,47.33,23.05,20.05,39.66,26.29,49.75,26.43,30.47,43.52,39.4,31.3,34.295,35.11,53.49,26.96,113.78,26.65,137.06,121.06,156.6,49.56,81.82,75.77,109.5601,28.8,225.77,118.33,135.24,61.43,25.19,38.055,23.6,63.05,24.51,52.04,24.225,68.85,41.765
2016-12-22,54.13,54.16,34.08,57.53,63.23,47.24,22.65,19.78,39.58,26.27,49.67,26.28,30.36,43.26,39.1,31.44,34.22,34.06,53.38,26.68,112.9,26.4525,135.32,119.52,154.31,49.02,81.0,75.63,109.7101,28.72,225.38,117.81,133.44,61.19,25.085,38.21,23.54,62.93,24.46,51.96,24.31,68.94,41.315
2016-12-23,54.24,53.97,34.28,57.68,63.4,47.31,22.8,19.83,39.38,26.31,49.76,26.42,30.41,43.7,39.24,32.27,34.355,33.97,53.51,27.09,113.01,26.495,136.04,119.88,155.58,49.195,81.14,75.83,109.9801,28.78,225.71,118.05,134.19,61.29,25.135,38.175,23.58,62.99,24.485,52.06,24.305,69.46,41.225
2016-12-27,54.32,54.18,34.43,57.61,63.42,47.21,23.27,19.84,39.45,26.36,49.45,26.42,30.44,43.44,39.31,32.53,34.39,34.05,53.49,27.21,113.22,26.575,136.65,120.41,156.29,49.43,81.38,75.92,109.7101,28.84,226.27,117.67,134.85,61.41,25.27,38.26,23.61,63.12,24.585,52.05,24.325,69.6,41.385
2016-12-28,54.4,53.92,34.69,57.39,63.25,46.99,23.58,19.77,39.52,26.18,49.38,26.09,30.32,43.72,39.38,33.04,34.115,34.36,53.33,27.58,112.2,26.385,135.25,119.3,154.31,48.895,80.49,75.47,109.0501,28.87,224.4,118.53,133.32,61.05,25.015,37.845,23.37,62.46,24.365,51.73,24.095,69.07,41.1
2016-12-29,55.11,54.29,35.26,57.53,63.46,47.11,24.45,20.14,39.78,26.34,48.88,26.3,30.49,44.21,39.851,33.66,34.39,34.81,53.48,27.86,112.12,26.3925,135.37,119.41,154.62,48.97,80.63,76.22,109.2001,29.02,224.35,118.95,133.6,61.12,25.015,37.77,23.2,62.44,24.37,51.97,24.42,69.19,41.045
2016-12-30,54.93,54.62,35.01,57.73,63.69,47.25,24.13,20.2,39.57,26.48,48.86,26.51,30.69,43.97,39.72,33.34,34.6,34.71,53.63,27.58,112.03,26.225,134.85,118.94,153.94,48.695,80.43,76.94,109.3501,29.1,223.53,119.13,133.14,61.0,24.85,37.66,23.25,62.22,24.18,51.71,24.285,68.94,40.7
2017-01-03,55.47,54.85,35.43,58.09,63.79,47.64,24.31,20.38,40.21,26.5,49.26,26.85,30.81,43.63,40.19,34.46,34.68,35.15,53.95,28.34,112.83,26.4225,135.52,119.68,154.63,49.015,81.07,77.25,109.8901,29.28,225.24,119.64,133.86,61.5,24.995,38.085,23.51,62.59,24.395,51.9,24.225,69.84,40.94
2017-01-04,56.02,55.25,35.7,58.75,64.48,48.36,24.49,20.54,40.66,26.66,50.25,26.93,31.11,43.1,40.51,34.81,34.9,35.51,54.53,28.46,113.58,26.6275,137.78,121.57,157.45,49.725,82.09,78.31,110.3701,29.64,226.58,120.1,136.15,62.06,25.36,38.005,23.7,62.96,24.48,51.9,24.315,70.39,41.485
2017-01-05,56.81,55.87,36.09,59.25,65.16,48.72,24.82,20.79,41.18,26.95,50.54,27.28,31.32,43.43,40.81,35.22,35.19,36.02,55.05,28.79,113.13,26.67,136.19,119.74,156.1,49.475,81.72,78.58,110.1901,29.98,226.4,121.98,135.5,62.26,25.285,37.91,23.46,62.78,24.52,52.07,24.34,70.75,41.455
2017-01-06,56.53,55.49,35.94,59.05,64.9201,48.46,24.68,20.51,40.99,26.86,50.46,27.23,31.12,43.12,40.6,34.86,35.13,35.75,54.84,28.5,113.29,26.8425,135.69,119.34,155.59,49.665,81.83,78.41,110.2201,29.8,227.21,120.86,135.34,62.27,25.31,37.945,23.54,63.14,24.7,52.12,24.415,70.95,41.66
2017-01-09,56.58,55.2,35.91,58.96,65.0,48.33,24.57,20.49,41.36,26.83,50.51,27.18,30.87,42.34,40.59,34.85,35.03,35.8,54.76,28.41,112.53,26.84,134.8,117.84,155.5,49.58,81.13,77.89,110.2501,29.69,226.46,121.83,135.2,62.1,25.305,37.395,23.38,62.65,24.695,51.7,24.095,71.25,41.625
2017-01-10,57.13,55.18,36.12,58.97,65.05,48.3,24.61,20.61,41.64,26.82,50.32,27.06,30.97,41.96,40.86,35.25,34.965,36.27,54.75,28.63,112.5,26.85,136.09,119.19,156.77,49.79,81.25,77.16,110.3101,29.69,226.46,121.75,136.01,62.16,25.32,37.055,23.43,62.91,24.7,51.44,24.02,71.5,41.775
2017-01-11,57.67,55.58,36.55,59.28,65.34,48.63,24.66,20.94,42.04,27.08,50.65,27.0,31.2,41.83,41.24,36.03,35.17,36.53,55.1,29.12,112.97,26.87,136.33,119.6,156.68,49.895,81.61,76.83,110.2801,29.9,227.1,122.16,136.04,62.5,25.525,37.455,23.58,63.24,24.815,51.54,24.27,70.78,41.865
2017-01-12,57.74,55.7297,36.71,59.37,65.32,48.66,24.49,21.0,42.02,26.99,50.57,27.19,31.26,42.03,41.42,36.42,35.2,36.49,55.12,29.33,112.67,26.8425,135.28,118.24,156.0,49.85,81.25,77.18,110.3101,29.91,226.53,121.89,135.72,62.38,25.475,37.3,23.38,62.98,24.755,51.49,24.29,70.85,41.825
2017-01-13,57.77,55.95,36.68,59.59,65.59,48.86,24.5,20.98,42.0,27.12,50.89,27.35,31.33,42.65,41.38,35.94,35.36,36.57,55.35,29.23,112.81,26.9225,136.26,119.0,157.43,50.045,81.41,77.1,110.3401,30.01,227.05,121.31,136.81,62.59,25.435,37.19,23.51,63.22,24.83,51.52,24.255,70.92,41.98
2017-01-17,57.72,56.12,36.66,59.37,65.4,48.68,24.32,20.88,41.98,27.18,50.32,27.27,31.37,42.45,41.45,36.19,35.36,36.4,55.16,29.4,112.22,26.88,134.41,117.44,155.04,49.795,81.1,77.62,110.2801,30.01,226.25,122.58,135.29,62.4,25.32,37.42,22.95,62.73,24.735,52.25,24.52,70.56,42.05
2017-01-18,57.57,55.87,36.46,59.2,65.24,48.44,24.28,20.86,41.79,27.18,50.31,27.09,31.23,41.97,41.33,35.66,35.215,36.58,55.01,29.23,112.44,26.9325,134.85,117.85,155.62,50.035,81.42,77.75,110.3401,29.81,226.75,121.01,135.79,62.33,25.48,37.335,23.14,62.97,24.8,52.43,24.49,70.47,41.975
2017-01-19,57.43,55.86,36.35,59.05,65.15,48.39,24.21,20.86,41.94,27.12,50.17,27.07,31.14,41.74,41.21,36.13,35.19,36.43,54.89,29.34,111.97,26.8575,133.75,116.91,154.26,49.805,80.88,76.94,110.0401,29.76,225.91,120.18,134.94,62.18,25.32,37.13,23.04,63.43,24.765,52.24,24.275,70.02,41.845
2017-01-20,57.46,56.3,36.42,59.39,65.45,48.66,23.9,20.69,41.96,27.31,50.49,27.16,31.17,42.64,41.37,36.68,35.42,36.29,55.23,29.79,112.53,26.895,134.44,117.51,154.94,49.915,81.29,77.43,110.2501,29.86,226.74,119.94,135.47,62.39,25.545,37.27,23.15,63.44,24.9,52.58,24.32,69.84,41.965
2017-01-23,58.07,56.72,36.96,59.54,65.6,48.67,24.24,20.89,41.93,27.35,50.52,27.13,31.45,43.83,41.8224,37.67,35.48,36.47,55.3,30.49,111.95,26.915,133.88,117.1,154.34,49.83,81.13,78.02,110.2801,30.02,226.15,121.14,135.2,62.39,25.595,36.875,23.0,63.09,24.945,52.56,24.195,69.55,41.995
2017-01-24,58.47,56.93,37.19,59.69,65.79,48.79,24.49,21.11,42.24,27.46,50.65,27.35,31.45,44.46,42.17,37.39,35.56,36.62,55.45,30.56,112.87,27.0825,135.93,118.96,156.53,50.34,82.09,78.2,110.5201,30.19,227.6,120.31,137.06,62.82,26.255,37.28,23.29,63.72,25.1,52.91,24.19,69.07,42.34
2017-01-25,59.02,57.28,37.6,60.31,66.39,49.33,24.55,21.43,42.38,27.91,51.18,27.88,31.77,45.46,42.56,37.96,35.97,36.78,56.05,31.02,113.84,27.2875,137.21,120.23,158.1,50.72,82.7,77.78,110.8501,30.49,229.57,118.8,138.12,63.38,26.43,37.475,23.68,64.39,25.34,52.9,24.19,69.72,42.6
2017-01-26,58.91,56.83,37.44,60.07,66.15,49.09,24.4,21.31,42.21,27.78,51.25,27.58,31.63,44.41,42.4,37.58,35.61,36.85,55.8,30.66,113.71,27.24,136.66,119.83,157.16,50.5,82.7,77.7,110.9101,30.31,229.33,119.2,137.53,63.25,26.5,37.505,23.74,64.54,25.27,52.67,24.2,69.18,42.665
2017-01-27,58.97,56.79,37.47,59.97,66.19,48.96,24.43,21.4,42.33,27.78,50.83,27.62,31.58,45.1,42.39,37.77,35.635,36.82,55.69,30.81,113.37,27.25,136.19,119.23,156.79,50.47,82.16,76.97,111.0001,30.23,228.97,119.63,137.01,63.17,26.405,37.115,23.65,64.49,25.37,52.38,24.195,69.75,42.53
2017-01-30,58.8,56.35,37.27,59.54,65.83,48.55,24.45,21.46,42.1,27.56,50.69,27.33,31.26,45.08,42.18,37.06,35.29,36.68,55.38,30.33,112.57,27.1075,134.29,117.41,154.93,50.215,81.47,76.44,110.7601,30.05,227.55,119.27,135.7,62.72,26.135,36.435,23.46,63.94,25.165,52.34,24.215,69.41,42.48
2017-01-31,58.99,56.79,37.34,59.63,66.03,48.6,24.41,21.43,42.21,27.51,50.57,27.48,31.45,44.81,42.35,36.87,35.34,36.69,55.44,30.28,112.71,27.0875,135.23,117.93,156.24,50.3,81.76,77.04,110.7301,30.28,227.53,120.1,136.72,62.83,25.98,36.45,23.31,63.38,25.04,52.59,24.59,70.52,42.415
2017-02-01,59.09,57.26,37.36,59.87,66.26,48.77,24.49,21.59,42.38,27.6,50.84,27.35,31.6,44.91,42.56,37.16,35.4,36.67,55.68,30.49,112.41,27.1475,135.15,117.93,156.37,50.225,81.5,76.13,110.4601,30.49,227.62,119.1,136.46,62.92,26.11,36.18,23.34,63.27,25.23,52.18,24.165,71.13,42.335
2017-02-02,59.24,57.205,37.52,59.9,66.28,48.79,24.72,21.83,42.6,27.59,50.82,27.59,31.47,45.63,42.89,37.31,35.49,36.68,55.69,30.64,112.65,27.1375,134.81,117.57,155.8,50.335,81.74,76.98,110.4001,30.49,227.77,119.05,136.4,63.04,25.995,36.385,23.25,63.15,25.18,52.66,24.42,71.11,42.3
2017-02-03,59.55,57.28,37.75,60.14,66.54,49.01,24.92,22.03,42.66,27.65,51.05,27.77,31.5,46.02,43.35,37.6,35.68,36.63,55.91,30.74,113.7,27.3,136.87,119.42,158.13,50.685,82.5,77.5,110.6401,30.56,229.34,119.0,138.21,63.36,26.04,36.7,23.72,63.62,25.345,53.0,24.45,71.42,42.245
2017-02-06,59.54,56.76,37.66,59.71,66.07,48.59,24.91,22.02,42.35,27.22,50.97,27.23,31.37,45.38,43.25,37.03,35.18,36.79,55.51,30.28,113.37,27.2725,135.84,118.53,156.96,50.605,82.19,77.24,110.4601,30.37,228.93,119.72,137.51,63.14,25.97,36.39,23.61,63.71,25.36,52.71,24.4,71.5,42.12
2017-02-07,59.37,56.98,37.47,59.65,66.1286,48.46,24.83,21.92,42.31,27.18,50.94,27.11,31.5,45.05,43.13,37.03,35.06,36.77,55.51,30.25,113.11,27.3425,135.24,117.87,156.48,50.64,81.9,77.13,110.4001,30.36,228.94,120.6,137.11,63.1,25.765,35.875,23.55,63.82,25.46,53.14,24.46,71.57,42.08
2017-02-08,59.74,57.11,37.7,59.75,66.42,48.47,24.84,22.12,42.56,27.18,51.09,27.03,31.59,45.47,43.46,37.58,35.07,37.31,55.64,30.66,113.06,27.4025,135.0,117.44,156.62,50.825,82.0,77.69,110.3701,30.46,229.24,122.24,137.34,63.18,25.825,35.96,23.39,63.73,25.505,53.36,24.7,71.46,42.34
2017-02-09,59.96,57.14,37.87,60.0,66.61,48.62,25.02,22.23,42.69,27.29,51.02,27.31,31.74,45.9,43.67,37.44,35.3,37.81,55.8,30.73,113.84,27.5625,136.9,118.97,158.97,51.28,82.61,77.93,110.6101,30.54,230.6,120.83,139.07,63.5,25.815,36.365,23.71,64.22,25.585,53.58,24.49,71.72,42.605
2017-02-10,60.22,57.34,38.22,60.14,66.75,48.77,25.04,22.31,43.12,27.31,51.38,27.08,31.83,46.62,43.99,38.27,35.23,38.01,55.96,31.42,114.34,27.645,137.94,119.99,160.08,51.4,83.08,78.53,110.7001,30.7,231.51,120.76,139.81,63.82,26.05,36.64,23.78,64.73,25.66,53.62,24.645,71.86,42.865
2017-02-13,60.42,57.56,38.34,60.38,66.92,48.97,25.18,22.24,43.24,27.43,51.58,27.2,32.0,46.49,44.14,38.5,35.41,38.25,56.17,31.62,114.98,27.7625,138.3,120.47,160.23,51.425,83.51,78.79,110.8201,30.85,232.77,120.38,139.9,64.14,26.265,36.71,24.05,65.38,25.775,53.62,24.765,72.3,42.915
2017-02-14,60.43,57.76,38.38,60.29,66.68,49.04,24.98,22.21,43.24,27.44,51.21,27.3,31.92,46.36,44.14,38.98,35.49,38.24,56.09,31.78,115.57,27.865,138.76,121.05,160.59,51.535,83.69,78.35,110.9701,30.98,233.7,119.51,140.34,64.27,26.26,36.83,24.33,65.41,25.86,53.63,24.585,72.87,43.16
2017-02-15,60.81,58.02,38.69,60.52,66.85,49.23,25.0,21.99,43.75,27.49,51.16,27.52,32.0,46.19,44.25,40.04,35.6,38.82,56.32,32.28,116.1,28.0225,139.59,121.46,161.79,51.795,83.98,78.28,110.9401,31.02,234.92,118.96,141.17,64.64,26.225,36.685,24.52,65.76,25.945,54.12,24.525,73.66,43.385
2017-02-16,60.7,58.16,38.55,60.66,67.13,49.32,24.8,22.12,43.61,27.64,51.22,27.65,32.04,45.97,44.14,39.38,35.84,38.74,56.47,31.99,115.99,27.9925,139.2,121.16,161.18,51.585,83.88,78.65,110.8201,31.02,234.72,119.61,140.85,64.66,26.225,36.185,24.46,65.78,26.005,54.19,24.77,73.56,43.165
2017-02-17,60.59,57.74,38.39,60.5,67.24,48.93,24.57,22.16,43.66,27.54,51.19,27.39,31.95,45.72,44.17,39.24,35.59,38.46,56.3,31.83,116.05,28.055,139.11,120.89,161.6,51.78,83.86,78.78,110.8801,30.85,235.09,120.32,141.3,64.63,26.15,35.985,24.47,65.89,26.095,54.46,24.785,73.66,43.305
2017-02-21,61.06,57.68,38.81,60.7,67.39,49.18,24.63,22.57,43.78,27.78,51.62,27.32,32.03,47.11,44.4,40.05,35.59,38.82,56.49,32.61,116.86,28.2025,140.2,121.9,162.61,52.1,84.54,79.77,111.3001,30.91,236.49,120.11,142.31,64.97,26.235,36.23,24.59,66.22,26.23,54.95,25.045,73.99,43.555
2017-02-22,61.32,57.5,38.93,60.7,67.52,49.15,24.62,22.67,43.93,27.86,51.68,27.1,32.05,46.99,44.37,40.15,35.625,39.03,56.5,32.57,116.61,28.2075,139.58,121.48,161.81,51.98,84.16,79.57,111.3301,30.86,236.28,120.31,141.42,64.96,26.305,35.68,24.61,66.04,26.26,54.96,25.15,73.88,43.555
2017-02-23,61.39,57.38,38.94,60.83,67.59,49.2,24.76,22.81,44.0,27.8,51.63,27.18,32.25,47.31,44.45,39.55,35.58,38.96,56.58,32.37,116.79,28.1675,138.75,120.91,160.46,51.675,84.01,79.91,111.4501,30.87,236.44,120.67,140.75,64.96,26.16,35.83,24.61,65.61,26.255,55.09,25.41,74.42,43.26
2017-02-24,61.02,56.54,38.48,60.39,67.3,48.79,24.79,22.64,43.55,27.48,51.52,27.02,31.98,46.68,44.21,38.36,35.27,38.54,56.18,31.62,116.75,28.2725,138.65,120.55,160.81,51.915,84.08,80.31,111.4501,30.64,236.74,122.01,140.92,64.82,26.215,35.495,24.42,65.89,26.315,55.28,25.795,74.78,43.46
2017-02-27,60.83,56.86,38.36,60.43,67.37,48.77,24.56,22.74,43.62,27.57,51.36,27.18,31.98,46.87,44.12,38.53,35.425,38.3,56.21,31.73,116.98,28.315,140.0,121.43,162.7,52.145,84.45,80.73,111.6301,30.57,237.11,121.29,142.37,64.77,26.15,35.8,24.55,66.13,26.3,55.03,25.65,75.14,43.51
2017-02-28,60.62,57.08,37.99,60.34,67.2,48.77,24.49,22.66,43.44,27.52,51.23,27.3,31.91,46.08,44.02,37.73,35.41,38.2,56.16,31.16,116.65,28.1925,137.84,119.59,160.25,51.73,84.01,80.41,111.6601,30.54,236.47,121.74,140.38,64.52,26.125,35.69,24.54,65.86,26.175,55.1,25.885,74.99,43.185
2017-03-01,61.2,57.45,38.58,60.97,67.77,49.39,24.58,23.02,43.97,27.91,51.83,27.85,32.06,47.28,44.62,38.98,35.95,38.6,56.75,32.0,118.42,28.5475,140.36,122.02,163.04,52.28,85.07,80.16,111.5401,30.79,239.78,119.47,142.49,65.31,26.635,36.405,25.24,66.97,26.545,55.36,25.655,75.74,43.67
2017-03-02,60.35,57.22,37.9,60.57,67.4,49.04,24.47,22.51,43.39,27.76,51.34,27.58,31.99,46.67,43.92,37.42,35.74,37.77,56.38,31.01,117.5,28.415,138.75,120.21,161.75,51.925,84.26,79.83,111.2701,30.49,238.27,119.04,141.23,64.83,26.35,36.06,24.85,66.25,26.37,55.35,25.84,75.5,43.565
2017-03-03,60.35,57.58,38.19,60.93,67.66,49.47,24.66,22.8,43.45,27.99,51.37,28.12,32.03,47.96,44.17,38.58,36.24,37.87,56.69,31.79,117.52,28.4475,138.65,119.96,161.65,51.97,84.32,79.64,111.2701,30.58,238.42,119.35,141.37,65.07,26.33,35.995,24.97,66.32,26.43,55.14,25.76,75.8,43.5
2017-03-06,60.38,57.35,38.21,60.74,67.38,49.27,24.83,22.9,43.34,27.83,51.25,28.14,31.82,48.33,44.16,38.08,36.11,37.84,56.47,31.53,117.12,28.36,137.7,119.2,160.55,51.645,83.89,79.27,110.7901,30.47,237.71,118.78,140.52,64.89,26.16,36.075,24.78,66.16,26.39,54.9,25.71,75.51,43.36
2017-03-07,60.56,57.24,38.25,60.53,67.14,49.1,24.75,22.91,43.45,27.72,51.13,28.09,31.6,48.21,44.24,37.94,35.9,37.96,56.29,31.45,116.66,28.2875,136.8,118.36,159.49,51.41,83.44,78.93,110.1301,30.44,237.0,118.42,139.63,64.68,26.015,35.755,24.71,65.97,26.39,54.83,25.695,74.98,43.22
2017-03-08,60.42,57.0,37.89,60.31,66.84,48.92,24.48,22.67,43.24,27.61,50.97,28.04,31.45,47.66,43.87,36.81,35.8,37.91,56.06,30.67,116.05,28.3225,135.9,117.23,158.98,51.48,82.77,77.72,109.3201,30.21,236.56,117.78,139.09,64.49,26.015,34.825,24.72,65.74,26.42,54.71,25.325,75.28,43.4
2017-03-09,60.1,57.23,37.59,60.54,67.1,49.14,24.51,22.81,43.16,27.79,50.97,28.7,31.5,47.03,43.58,36.32,36.24,37.47,56.31,30.37,116.13,28.3175,135.36,116.53,158.68,51.435,82.45,76.73,108.9901,30.3,236.86,116.84,138.6,64.52,25.935,35.055,24.81,65.44,26.415,54.8,25.27,75.69,43.36
2017-03-10,60.56,57.76,38.01,61.05,67.66,49.62,24.64,22.9,43.66,28.05,51.34,29.05,31.66,47.55,43.9,37.12,36.65,37.65,56.81,30.73,116.5,28.4375,135.96,116.81,159.72,51.705,82.76,76.54,108.9901,30.55,237.69,117.25,138.97,64.88,26.055,35.005,24.79,65.84,26.555,55.05,25.48,75.98,43.425
2017-03-13,61.31,58.05,38.54,61.37,67.96,49.74,24.78,23.58,43.71,28.06,51.6,28.97,31.99,47.46,44.31,37.35,36.695,38.26,57.06,31.0,116.52,28.48,136.28,117.21,160.15,51.895,82.96,76.66,109.1701,30.68,237.81,116.51,139.44,65.13,26.13,35.01,24.85,65.8,26.58,55.09,25.555,75.92,43.54
2017-03-14,61.12,57.45,38.32,60.9,67.67,49.24,24.76,23.44,43.41,27.91,51.24,28.56,31.71,47.23,44.19,36.65,36.34,38.14,56.64,30.56,116.06,28.39,135.63,116.63,159.17,51.67,82.52,76.59,108.7501,30.45,236.9,117.07,138.56,64.78,25.905,34.615,24.78,65.18,26.52,54.93,25.53,75.64,43.53
2017-03-15,62.38,58.26,39.32,61.77,68.64,50.04,25.22,23.92,44.51,28.27,51.76,29.02,32.21,48.76,45.16,38.15,36.815,38.79,57.41,31.7,117.09,28.6075,137.73,118.27,161.74,52.225,83.72,78.0,110.2501,30.99,238.95,118.5,140.67,65.57,26.32,35.385,24.74,65.92,26.7,55.34,25.94,76.59,43.76
2017-03-16,62.92,58.89,39.56,62.07,68.98,50.31,25.5,23.86,44.36,28.49,51.66,29.82,32.52,49.33,45.3,37.85,37.29,39.34,57.72,31.66,116.94,28.575,137.91,118.7,161.82,52.16,83.48,77.87,109.9201,31.11,238.48,117.9,140.78,65.67,26.14,35.135,24.78,65.62,26.715,55.42,25.655,75.85,43.755
2017-03-17,62.94,59.11,39.49,62.23,69.12,50.4,25.62,23.73,44.46,28.41,51.83,29.88,32.66,50.07,45.31,37.23,37.25,39.14,57.86,31.39,116.63,28.5575,138.46,119.23,162.25,52.215,83.54,78.2,109.8901,31.19,237.03,118.64,141.06,65.69,26.17,34.9,24.45,65.68,26.67,54.98,25.615,75.16,43.68
2017-03-20,63.59,59.1817,39.985,62.1037,69.0823,50.2566,25.71,23.8858,44.6022,28.3556,51.8468,29.815,32.57,50.4055,45.7925,38.02,37.17,39.6191,57.7928,31.8698,116.29,28.5507,137.7512,118.311,161.8855,52.1205,83.22,78.17,109.7832,31.191,236.77,119.15,140.7542,65.6134,26.3108,34.873,24.271,65.56,26.6853,55.0771,25.4519,75.0359,43.577
2017-03-21,62.9,58.96,39.51,61.82,68.8,50.06,25.41,23.46,44.02,28.22,51.44,29.88,32.52,50.14,45.11,36.71,37.11,39.17,57.53,31.02,114.64,28.2225,133.97,114.99,157.68,51.25,81.92,77.92,108.9001,31.01,233.73,120.14,137.67,64.95,25.875,34.605,23.57,64.56,26.305,55.04,25.805,74.46,43.025
2017-03-22,63.2,58.83,39.7,61.83,68.93,50.0,25.71,23.55,43.96,28.23,51.51,30.12,32.5,50.21,45.47,36.98,37.16,39.29,57.56,31.22,114.66,28.32,134.0,114.69,157.93,51.485,82.06,77.96,109.2901,31.01,234.28,120.62,137.87,65.05,25.95,34.555,23.52,64.79,26.47,54.93,25.93,74.48,43.075
2017-03-23,63.24,59.19,39.71,61.97,69.11,50.04,25.9,23.71,43.93,28.37,51.55,30.22,32.55,50.75,45.56,36.57,37.31,39.24,57.67,31.08,114.67,28.2675,134.78,115.63,158.58,51.5,82.18,78.54,109.1401,31.1,234.03,120.45,138.05,65.01,26.06,34.415,23.57,64.7,26.4,54.81,25.85,74.25,43.175
2017-03-24,63.31,59.33,39.81,62.14,69.42,50.16,25.95,23.78,44.13,28.55,51.87,30.31,32.47,51.56,45.57,37.12,37.44,39.25,57.85,31.49,113.97,28.185,134.49,115.13,158.62,51.425,81.82,77.74,109.6201,31.19,233.86,120.88,138.12,65.13,25.83,34.28,23.54,64.53,26.42,54.7,25.945,74.29,43.28
2017-03-27,63.33,59.3,39.7,62.3,69.6,50.29,25.77,23.8,44.1,28.62,51.9,30.59,32.53,51.5,45.35,37.01,37.63,39.06,58.01,31.49,113.63,28.2025,134.74,115.19,159.25,51.39,81.58,77.21,109.4101,31.28,233.62,121.43,138.22,65.2,25.885,34.12,23.45,64.3,26.42,54.65,25.845,74.49,43.265
2017-03-28,63.5,59.29,39.81,62.6,69.83,50.51,25.81,23.88,44.6,28.81,52.34,30.72,32.5,51.26,45.42,37.16,37.79,39.23,58.26,31.66,114.64,28.3575,135.79,116.31,159.96,51.69,82.36,77.55,110.1901,31.37,235.32,120.62,139.26,65.57,26.185,34.605,23.77,64.98,26.61,54.75,25.825,74.54,43.595
2017-03-29,63.51,58.9,39.88,62.6,69.83,50.53,25.95,24.11,44.96,28.78,52.27,30.54,32.54,51.8,45.57,37.96,37.675,39.09,58.24,32.21,114.72,28.44,136.23,116.74,160.65,51.845,82.69,77.89,110.3101,31.4,235.54,121.34,139.86,65.41,26.205,35.08,23.62,64.97,26.655,54.85,25.755,74.56,43.855
