date,aaxj,dfe,eem,efa,efg,efv,eido,epi,epp,ewg,ewj,ewp,ewu,eww,ewx,ewz,ezu,fxi,iefa,ilf,iwd,iwf,iwm,iwn,iwo,iwp,iws,iyr,jnk,schc,spy,tlt,vbk,vt,xlb,xle,xlf,xli,xlk,xlp,xlu,xlv,xly
2014-07-03,64.08,61.25,44.16,69.22,73.4,59.26,26.77,23.19,50.04,31.7,48.72,43.3,42.58,69.15,51.04,47.84,42.94,38.43,63.03,38.6,101.75,22.9675,119.82,103.69,140.34,45.19,72.55,71.55,124.7401,34.78,198.2,110.68,128.47,63.09,25.07,50.195,18.7089,54.75,19.475,45.09,21.25,62.32,34.035
2014-07-07,64.08,60.73,44.13,68.68,72.79,58.71,27.89,23.14,50.05,31.29,48.36,42.56,42.32,68.81,51.19,47.9,42.26,38.35,62.5,38.57,101.36,22.8575,117.77,102.28,137.51,44.775,72.12,71.62,124.6201,34.39,197.51,111.49,126.55,62.69,24.86,49.81,18.6277,54.36,19.495,45.16,21.35,61.85,33.825
2014-07-08,63.73,59.92,43.9325,67.96,72.06,58.16,28.21,22.31,49.88,30.9,48.2,41.75,41.72,68.71,50.76,47.75,41.62,38.15,61.89,38.47,100.88,22.6625,116.34,101.51,135.05,44.27,71.76,71.84,124.5976,34.08,196.24,112.74,124.79,62.19,24.795,49.73,18.4653,53.99,19.32,45.07,21.495,61.27,33.495
2014-07-09,63.86,59.91,44.18,68.18,72.35,58.36,29.35,22.4,49.74,31.05,48.52,42.14,41.74,69.4,50.86,48.46,41.85,37.97,62.07,39.15,101.16,22.775,116.49,101.6,135.41,44.54,72.0,72.0,124.5601,34.04,197.12,112.83,125.08,62.45,24.88,50.06,18.514,54.08,19.415,45.27,21.435,61.53,33.9
2014-07-10,63.61,58.89,43.94,67.43,71.54,57.67,28.88,22.19,49.58,30.6,47.68,41.33,41.44,68.95,50.87,48.58,41.17,37.74,61.3,39.13,100.83,22.6875,115.25,100.58,133.94,44.225,71.76,72.23,124.0801,33.77,196.34,112.86,124.23,62.04,24.77,49.58,18.3922,53.76,19.36,45.2,21.58,61.49,33.585
2014-07-11,63.47,58.88,43.89,67.47,71.55,57.78,28.62,21.7,50.0,30.55,47.76,41.28,41.42,69.08,50.43,48.8,41.17,37.9,61.4,39.27,100.79,22.7325,115.1,100.24,134.03,44.22,71.72,72.28,124.1701,33.659,196.61,113.58,124.09,62.06,24.815,49.2,18.4247,54.07,19.46,45.26,21.415,61.62,33.695
2014-07-14,63.79,59.12,44.23,67.97,72.14,58.13,28.46,21.75,50.2,30.88,48.32,41.41,41.6,69.8,50.6614,49.8,41.43,38.4,61.84,39.96,101.24,22.865,115.69,100.66,134.77,44.435,71.89,72.61,124.2601,33.85,197.6,113.09,124.68,62.43,24.8,49.625,18.5383,54.38,19.6,45.42,21.17,61.82,33.79
2014-07-15,63.825,58.81,44.2,67.8,71.82,58.02,28.35,22.0,49.97,30.66,48.48,41.1,41.68,69.87,50.75,49.72,41.06,38.4,61.68,40.08,101.28,22.7375,114.55,100.0,132.99,44.135,71.85,72.59,124.1401,33.65,197.23,112.86,123.43,62.24,24.75,49.41,18.6683,54.41,19.565,45.02,21.28,61.29,33.675
2014-07-16,63.87,58.88,44.31,68.22,72.2725,58.48,28.82,22.33,50.24,30.95,48.56,41.47,42.0,70.21,51.05,49.51,41.5,38.52,62.05,40.05,101.9,22.775,114.24,99.88,132.52,44.17,72.11,72.86,123.9301,33.823,197.96,113.46,123.38,62.51,24.92,50.16,18.6358,54.64,19.745,45.03,21.35,61.09,33.76
2014-07-17,63.11,58.39,43.48,67.3499,71.49,57.62,28.2,22.04,49.72,30.47,48.24,40.64,41.46,69.55,50.267,48.67,40.74,37.97,61.31,39.48,100.79,22.49,112.48,98.47,130.22,43.62,71.25,72.43,123.0001,33.54,195.71,114.89,121.75,61.74,24.815,49.35,18.3922,53.79,19.49,44.75,21.155,60.42,33.44
2014-07-18,63.84,58.45,44.16,67.88,72.03,58.14,28.87,22.37,50.33,30.59,48.48,41.0,41.72,70.3199,51.01,50.2999,41.12,38.24,61.75,40.51,101.67,22.7725,114.23,99.78,132.46,44.175,71.94,73.07,123.4201,33.75,197.7099,114.52,123.24,62.39,24.97,49.4949,18.6033,54.24,19.7249,45.2,21.37,61.4099,33.7499
2014-07-21,64.0,58.05,44.31,67.63,71.59,57.93,29.45,22.44,50.22,30.26,48.4,40.85,41.54,70.08,50.96,51.08,40.79,38.21,61.54,40.83,101.49,22.725,113.77,99.28,131.94,44.08,71.75,72.86,123.2701,33.61,197.34,115.09,122.91,62.25,24.9,49.57,18.5546,54.21,19.7,44.99,21.35,61.16,33.595
2014-07-22,64.78,57.77,44.72,67.93,71.94,58.21,29.37,22.77,50.59,30.39,48.56,41.13,41.78,70.27,51.2,51.68,41.02,39.07,61.84,41.17,101.93,22.8375,114.73,99.87,133.41,44.305,72.1,73.17,123.4501,33.7386,198.2,115.33,123.91,62.56,24.935,49.925,18.6114,54.41,19.865,44.91,21.305,61.69,33.735
2014-07-23,64.9,58.36,44.76,68.07,72.1,58.34,29.29,22.69,51.08,30.47,48.6,41.21,41.82,70.23,51.29,50.98,41.15,39.59,62.01,40.75,101.99,22.9175,114.865,99.75,134.04,44.4,72.05,73.33,123.8401,33.92,198.64,115.18,124.34,62.72,25.04,50.245,18.652,54.19,19.9,44.85,21.325,62.19,33.71
2014-07-24,65.14,58.57,44.96,68.23,72.2,58.48,29.21,22.78,51.04,30.57,48.36,42.01,41.74,70.78,51.49,51.47,41.5,40.12,62.1,41.16,102.05,22.915,114.64,99.51,133.89,44.5,72.16,73.14,123.8701,33.9,198.65,114.32,124.52,62.77,25.01,50.29,18.6926,53.93,19.885,44.97,21.39,62.06,33.785
2014-07-25,64.89,58.57,44.78,67.95,71.84,58.3,28.89,22.45,50.85,30.14,48.52,42.18,41.7,70.93,51.17,51.06,41.02,40.19,61.84,40.92,101.62,22.8,113.6,98.61,132.62,44.245,71.82,72.73,123.5401,33.889,197.72,115.67,123.46,62.51,25.055,49.92,18.5871,53.79,19.86,44.79,21.22,61.83,33.41
2014-07-28,65.56,58.22,45.09,67.96,71.8,58.29,29.28,22.47,50.99,30.02,48.8,42.07,41.7,70.8,51.275,51.12,40.92,41.05,61.89,40.91,101.66,22.7975,113.03,98.27,131.79,44.185,71.93,73.17,123.3901,33.87,197.8,115.51,123.02,62.51,25.12,49.8,18.5952,53.52,19.895,44.56,21.515,61.89,33.475
2014-07-29,65.53,57.85,44.82,67.82,71.58,58.1799,29.08,22.26,51.07,29.97,48.68,41.86,41.58,70.41,50.64,50.52,40.88,40.95,61.71,40.55,101.15,22.725,113.34,98.11,132.51,44.06,71.52,72.83,123.3301,33.75,196.95,115.93,123.26,62.23,24.94,49.675,18.4977,52.85,19.855,44.36,21.315,61.94,33.38
2014-07-30,65.55,57.83,44.6,67.72,71.6,58.08,28.68,22.34,51.13,29.86,48.72,42.27,41.46,69.64,50.55,49.92,40.77,40.71,61.68,40.1,101.0,22.7775,113.79,98.28,133.53,44.21,71.37,72.76,122.8501,33.69,196.98,114.32,123.59,62.26,24.81,49.38,18.5789,52.9,19.875,43.89,20.955,62.19,33.565
2014-07-31,64.49,56.82,43.82,66.59,70.22,57.19,27.74,21.92,50.64,29.15,48.0,40.91,40.76,68.39,49.76,48.5,39.8,40.47,60.61,39.24,99.03,22.3075,111.1899,96.37,129.81,43.315,70.08,71.71,121.6501,33.15,193.09,113.98,120.72,61.14,24.325,48.315,18.1973,51.83,19.5,43.1399,20.625,60.91,32.945
2014-08-01,64.85,56.28,44.06,66.13,69.87,56.7999,27.96,21.85,50.47,28.67,47.96,40.47,40.44,68.88,50.16,48.75,39.41,40.72,60.24,39.33,98.82,22.2425,110.68,96.03,129.19,43.225,69.95,71.57,120.8101,32.82,192.5,114.56,120.09,60.93,24.345,47.925,18.043,51.78,19.3945,43.47,20.705,60.96,32.825
2014-08-04,65.26,56.29,44.47,66.44,70.13,57.11,28.8,22.11,50.65,28.76,48.04,40.68,40.74,69.72,50.59,49.11,39.65,41.07,60.43,39.78,99.39,22.4025,111.66,96.69,130.61,43.56,70.3,72.0,121.6201,32.94,193.89,114.26,121.27,61.32,24.635,48.73,18.1892,51.96,19.5325,43.61,20.5925,61.22,33.145
2014-08-05,64.36,55.67,43.79,65.59,69.35,56.32,28.38,22.09,50.04,28.3,47.28,39.37,40.42,69.15,50.09,48.41,38.89,40.47,59.71,39.32,98.43,22.225,111.38,96.33,130.45,43.26,69.75,71.36,121.4101,32.47,192.01,114.63,120.71,60.7,24.38,47.665,18.0024,51.65,19.35,43.42,20.345,60.63,32.915
2014-08-06,64.26,55.22,43.485,65.43,69.24,56.13,27.85,21.755,50.22,28.35,47.02,39.23,40.33,69.25,49.67,48.75,38.885,40.21,59.6,39.55,98.48,22.2275,111.731,96.82,130.74,43.28,69.7,71.49,121.6201,32.4,192.07,114.7,120.68,60.63,24.56,47.805,18.0755,51.39,19.29,43.79,20.085,60.6,32.845
2014-08-07,63.95,54.81,43.32,64.9,68.61,55.57,27.97,21.66,49.74,28.0,46.88,38.4,40.0,68.59,49.32,48.13,38.29,39.86,59.06,39.03,97.95,22.12,111.19,96.28,130.09,43.065,69.38,71.6,121.5601,32.3,191.03,115.77,120.24,60.26,24.345,47.505,17.9943,51.44,19.21,43.43,20.315,59.82,32.675
2014-08-08,64.35,55.11,43.71,65.28,69.06,55.94,28.33,21.71,49.74,28.38,46.96,39.34,39.98,68.86,49.6,47.99,38.86,40.49,59.45,38.97,99.09,22.35,112.27,97.18,131.51,43.565,70.202,72.14,122.0701,32.42,193.24,115.52,121.38,60.71,24.6,48.3,18.1729,52.17,19.335,43.87,20.72,60.53,33.18
2014-08-11,64.91,55.68,44.27,65.53,69.41,56.08,29.05,21.98,49.9,28.55,47.4,39.11,40.18,70.11,49.99,49.02,38.88,41.04,59.67,39.79,99.31,22.465,113.34,97.94,132.96,43.8,70.425,72.54,122.6701,32.7199,193.795,115.51,122.46,61.0,24.575,48.305,18.1892,52.38,19.43,44.18,20.645,60.5,33.33
2014-08-12,64.93,55.73,44.32,65.48,69.39,56.07,29.06,21.99,50.14,28.26,47.32,39.39,40.28,70.33,49.91,48.83,38.73,40.97,59.65,39.73,99.22,22.4075,112.56,97.37,131.91,43.63,70.31,72.33,122.7301,32.7,193.53,114.76,121.49,60.93,24.6525,47.95,18.2298,52.26,19.42,44.15,20.63,60.45,33.245
2014-08-13,65.57,55.5901,44.56,65.85,69.7101,56.29,29.16,21.93,50.49,28.6,47.72,39.6,40.26,70.59,50.24,48.12,38.97,41.47,59.9,39.39,99.84,22.58,113.44,97.92,133.11,43.94,70.83,73.23,123.1201,32.79,194.84,115.51,122.5,61.29,24.79,48.105,18.311,52.77,19.61,44.28,20.725,61.18,33.365
2014-08-14,65.62,55.93,44.63,66.2,69.99,56.52,29.11,22.29,50.77,28.75,47.8,39.64,40.46,70.76,50.24,48.41,39.19,41.02,60.24,39.61,100.24,22.6975,113.61,98.19,133.21,44.185,71.18,73.21,123.4501,33.03,195.76,116.44,122.71,61.58,24.79,47.83,18.4247,53.0,19.645,44.46,20.905,61.9,33.625
2014-08-15,65.44,55.98,44.51,66.13,69.97,56.49,28.82,22.19,50.71,28.52,47.88,39.61,40.56,70.53,50.12,49.42,39.08,41.07,60.18,40.02,100.13,22.7325,113.39,98.04,132.95,44.225,71.17,73.28,123.5401,32.99,195.72,117.71,122.76,61.55,24.865,48.185,18.3353,52.89,19.645,44.52,20.985,61.96,33.56
2014-08-18,65.75,56.35,44.94,66.56,70.53,56.85,29.17,22.7,51.0,28.82,48.04,39.89,40.92,71.13,50.34,50.1,39.41,41.4,60.61,40.53,100.91,22.95,115.04,99.32,135.09,44.7,71.77,73.96,123.9301,33.247,197.36,116.54,124.41,62.08,25.11,48.315,18.5383,53.69,19.83,44.78,20.93,62.44,33.87
2014-08-19,66.08,56.51,45.15,66.72,70.77,56.93,29.23,22.77,51.23,28.95,48.08,39.87,40.88,71.32,50.59,50.98,39.46,41.43,60.75,40.94,101.32,23.0775,115.44,99.66,135.56,44.905,72.12,74.02,124.0201,33.41,198.39,116.18,125.12,62.24,25.185,48.685,18.5708,53.82,19.955,44.9,21.195,62.85,34.125
2014-08-20,66.05,56.18,45.06,66.51,70.48,56.72,29.26,22.82,51.51,28.79,47.8,39.85,40.76,71.15,50.63,51.04,39.3,41.21,60.52,41.04,101.59,23.1325,114.95,99.42,134.81,45.075,72.33,74.38,124.0201,33.28,198.92,115.99,125.09,62.29,25.22,48.79,18.6195,54.39,19.955,44.87,21.24,62.84,34.285
2014-08-21,65.56,56.65,44.87,66.79,70.76,57.06,29.17,22.85,51.34,28.98,48.04,40.24,40.74,71.6,50.41,51.04,39.69,40.67,60.82,41.16,102.07,23.1575,115.2,99.88,134.65,45.09,72.51,74.31,123.9901,33.44,199.5,116.64,125.04,62.42,25.185,48.83,18.8388,54.34,20.05,44.95,21.29,62.93,34.255
2014-08-22,65.71,56.61,44.75,66.47,70.41,56.7,28.82,22.84,51.23,28.8,47.68,39.91,40.68,71.23,50.5918,50.41,39.39,40.89,60.51,40.69,101.73,23.16,115.21,99.81,134.82,45.17,72.32,73.81,123.7801,33.278,199.19,117.29,125.02,62.36,25.085,48.505,18.7738,54.15,20.055,44.84,21.225,62.99,34.32
2014-08-25,65.93,56.92,45.08,66.9,70.91,57.15,29.05,22.79,51.35,29.11,47.84,40.44,41.08,71.41,50.77,51.13,39.87,41.25,60.91,41.14,102.23,23.28,115.75,100.05,135.79,45.395,72.59,73.78,124.1701,33.409,200.2,117.73,125.51,62.65,25.18,48.935,18.9362,54.36,20.075,45.09,21.37,63.47,34.42
2014-08-26,66.12,56.84,45.35,66.91,70.97,57.18,28.93,22.78,51.34,29.3,47.6,40.83,40.84,71.51,51.08,51.98,40.16,41.31,60.91,41.47,102.36,23.3075,116.8,100.7,137.2,45.465,72.65,73.78,124.2601,33.534,200.33,117.35,126.58,62.71,25.205,49.185,18.9768,54.18,20.085,45.06,21.115,63.7,34.425
2014-08-27,66.18,57.24,45.58,67.04,70.99,57.32,29.1,22.87,51.48,29.3,47.4,40.98,41.1,71.68,51.2,53.18,40.32,41.02,61.05,42.17,102.4,23.275,116.51,100.54,136.8,45.435,72.7,73.9,124.1401,33.65,200.25,118.35,126.09,62.82,25.205,49.085,18.9362,54.15,20.08,45.08,21.345,63.65,34.46
2014-08-28,65.7,56.75,45.13,66.74,70.67,56.97,28.94,22.72,51.3,29.01,47.28,40.56,40.96,71.61,50.99,52.76,39.93,40.52,60.79,41.87,102.32,23.26,115.91,100.09,136.07,45.43,72.7,73.83,124.1101,33.4974,200.14,118.97,125.6,62.61,25.225,49.095,18.8794,54.07,20.05,45.1,21.5,63.63,34.415
2014-08-29,65.72,56.59,45.06,66.71,70.65,56.99,28.75,22.77,51.12,28.92,47.2,40.52,41.08,71.78,51.1,53.7,39.87,40.47,60.73,42.61,102.64,23.3125,116.56,100.55,136.95,45.63,73.01,74.2,124.1101,33.44,200.71,119.05,126.43,62.76,25.265,49.37,18.9687,54.02,20.14,45.13,21.64,63.86,34.41
2014-09-02,65.43,56.2,44.99,66.84,70.86,57.03,28.91,23.12,51.19,28.96,47.68,40.55,40.86,71.63,51.04,53.9,39.98,40.71,60.82,42.98,102.48,23.365,117.2,101.07,137.78,45.755,72.97,74.24,123.7201,33.379,200.61,116.73,126.9,62.86,25.18,48.745,19.0418,54.2,20.145,45.15,21.445,63.83,34.475
2014-09-03,66.23,56.44,45.58,67.31,71.25,57.5,28.98,23.32,51.74,29.36,47.72,41.0,41.14,72.1,51.45,54.0,40.4,42.06,61.18,43.19,102.67,23.29,116.46,100.53,136.75,45.705,73.01,74.26,123.3601,33.48,200.5,117.38,126.3,62.99,25.22,48.875,19.0093,54.13,20.035,45.18,21.55,64.12,34.385
2014-09-04,66.38,55.92,45.46,66.99,71.0,57.17,28.88,23.22,51.62,29.19,47.56,41.19,40.8,72.39,51.35,53.1,40.36,42.19,60.81,42.6,102.53,23.2375,116.01,100.15,136.12,45.65,72.8,74.12,122.9401,33.25,200.2101,115.95,125.55,62.79,25.22,48.215,19.0256,54.15,20.025,45.32,21.54,63.8,34.515
2014-09-05,66.51,56.13,45.85,67.0,70.98,57.25,29.24,23.54,51.52,29.39,47.36,41.64,40.72,73.0,51.85,53.16,40.59,42.52,60.93,42.8,102.98,23.36,116.38,100.51,136.41,45.85,73.18,74.82,122.8201,33.33,201.11,115.73,126.11,62.93,25.33,48.54,19.0499,54.33,20.145,45.58,21.81,64.17,34.63
2014-09-08,66.05,55.21,45.31,66.29,70.22,56.66,29.14,23.47,50.87,29.12,47.32,40.96,39.86,72.59,51.49,51.42,40.13,42.29,60.27,41.8,102.69,23.325,116.56,100.45,136.99,45.795,72.98,74.69,122.7001,32.86,200.59,115.78,126.23,62.55,25.23,47.785,19.058,54.28,20.175,45.24,21.68,64.18,34.485
2014-09-09,65.45,55.11,44.75,66.1,70.09,56.4,28.59,23.16,50.65,29.11,46.92,40.58,39.88,71.48,50.97,50.29,40.04,41.99,60.06,41.06,102.01,23.17,115.18,99.43,135.23,45.425,72.49,74.29,122.1001,32.7999,199.32,115.69,125.0,62.22,25.025,47.575,18.8632,54.11,20.03,45.13,21.43,64.01,34.14
2014-09-10,65.28,55.02,44.56,66.48,70.4,56.76,28.27,23.21,50.57,29.13,47.44,40.6,40.3,71.3,51.05,49.8,40.08,41.25,60.3768,40.78,102.22,23.2975,115.86,99.72,136.41,45.59,72.49,73.26,122.0401,32.74,200.07,114.96,125.59,62.43,25.025,47.46,18.9606,54.15,20.15,45.35,21.335,64.46,34.26
2014-09-11,64.95,54.64,44.26,66.11,70.13,56.46,27.97,23.04,50.02,29.06,47.32,40.32,40.04,70.84,50.79,49.96,39.89,41.11,60.05,40.73,102.43,23.2975,116.61,100.39,137.19,45.665,72.74,73.35,121.9201,32.548,200.3,114.58,126.36,62.3,24.99,47.49,19.0093,54.17,20.195,45.37,21.515,64.28,34.275
2014-09-12,64.57,54.75,43.79,66.02,70.05,56.2,27.79,22.95,49.57,28.96,47.16,40.29,40.06,70.86,50.282,47.81,39.85,40.95,59.96,39.68,101.81,23.145,115.37,99.3,135.88,45.34,71.99,71.24,121.8301,32.485,199.13,113.38,125.1,61.99,24.875,46.78,18.9931,53.99,20.11,45.05,21.13,63.81,34.175
2014-09-15,63.85,54.77,43.57,65.88,70.01,56.05,27.62,22.8,49.0,28.99,47.2,40.09,40.14,70.91,50.16,48.37,39.81,40.37,59.86,40.13,101.92,23.035,114.11,98.42,134.0,44.975,71.81,70.95,121.6501,32.3,198.981,113.55,123.71,61.86,24.91,47.11,18.985,53.97,19.99,45.27,21.195,63.64,34.035
2014-09-16,64.36,54.72,44.14,66.16,70.23,56.34,28.22,22.52,49.32,29.08,47.28,40.19,40.24,71.5,50.16,49.81,39.91,40.63,60.07,41.06,102.64,23.23,114.43,98.64,134.54,45.325,72.31,71.48,121.7101,32.39,200.48,113.09,124.48,62.27,25.025,47.68,19.0662,54.27,20.14,45.61,21.465,64.51,34.21
2014-09-17,63.98,54.655,43.73,65.69,69.68,55.87,27.88,22.4,48.31,28.92,46.88,40.33,40.1,71.27,49.79,49.09,39.84,40.34,59.66,40.57,102.7,23.2525,114.73,98.8,135.09,45.365,72.38,71.43,121.9201,32.234,200.75,112.8,124.82,62.04,25.175,47.42,19.1474,54.48,20.18,45.51,21.425,64.56,34.195
2014-09-18,64.13,55.0001,43.79,66.2,70.25,56.35,28.25,23.1,48.529,29.28,47.16,40.59,40.48,71.37,50.06,48.37,40.14,40.28,60.1,40.27,103.17,23.3825,115.43,99.24,136.0,45.5827,72.44,70.91,122.0101,32.469,201.82,113.16,125.36,62.35,25.345,47.175,19.3341,54.74,20.3,45.6,21.27,65.04,34.345
2014-09-19,63.85,54.85,43.46,65.97,69.96,56.18,28.23,22.84,48.19,29.11,47.24,40.38,40.5,71.0,50.01,47.75,39.9,39.865,59.84,39.78,103.04,23.3575,113.97,98.13,134.19,45.425,72.26,70.95,122.2201,32.3499,200.7,114.6,124.4199,62.1,25.22,46.895,19.2042,54.43,20.17,45.43,21.27,64.88,34.245
2014-09-22,62.91,54.62,42.8,65.68,69.6,56.01,28.01,22.67,47.54,29.0,47.2,40.18,40.28,69.85,49.4,46.51,39.74,39.12,59.63,38.99,102.24,23.13,112.37,96.84,132.23,44.84,71.51,70.32,122.0401,32.045,199.15,114.74,122.45,61.64,25.21,46.205,19.0743,53.82,20.035,45.35,21.11,64.53,33.765
2014-09-23,62.7,53.95,42.56,65.13,69.02,55.53,27.98,22.36,47.64,28.57,47.12,39.65,39.56,69.23,49.19,46.21,39.18,39.08,59.11,38.64,101.52,23.0275,111.32,95.84,131.04,44.52,70.98,69.92,121.5001,31.9,198.01,115.45,121.4399,61.22,25.08,46.07,18.9444,53.38,19.99,44.95,21.05,64.15,33.475
2014-09-24,63.51,53.83,43.17,65.46,69.36,55.88,28.45,22.57,47.97,28.66,47.4,39.7,39.8,69.68,49.49,46.8,39.42,39.84,59.45,38.9,101.65,23.175,112.02,95.89,132.54,44.86,71.01,69.22,121.0201,32.011,199.56,114.81,122.49,61.42,25.34,46.11,19.0499,53.66,20.12,45.53,20.975,65.27,33.855
2014-09-25,62.28,53.13,42.23,64.5,68.47,55.02,28.01,21.69,46.8,28.02,47.28,39.21,39.22,68.65,48.31,45.42,38.67,39.0,58.55,37.95,100.14,22.7925,110.13,94.53,130.22,44.16,70.14,68.88,120.4201,31.59,196.34,116.17,120.61,60.42,24.955,45.405,18.7332,52.82,19.68,44.93,20.85,64.2,33.36
2014-09-26,62.57,52.78,42.42,64.77,68.71,55.32,27.43,22.13,46.89,28.06,47.64,39.54,39.24,68.41,48.46,46.49,38.93,39.19,58.81,38.63,100.76,23.01,111.12,95.18,131.38,44.53,70.52,69.64,120.2701,31.66,197.9,116.0,121.59,60.77,25.2,45.9905,18.9119,53.31,19.895,45.1,20.88,64.4,33.705
2014-09-29,61.41,52.56,41.56,64.17,68.21,54.81,27.1,21.91,45.95,27.76,47.36,38.83,39.1,68.13,47.85,43.72,38.48,38.27,58.33,37.03,100.42,22.98,111.03,94.86,131.77,44.48,70.43,69.62,119.9401,31.439,197.54,116.93,121.83,60.47,25.095,45.885,18.8469,53.23,19.89,45.09,21.015,64.26,33.53
2014-09-30,61.32,52.43,41.56,64.12,68.09,54.6699,27.22,21.91,46.07,27.7,47.08,38.9,38.76,68.73,47.98,43.45,38.5,38.28,58.24,36.88,100.09,22.9075,109.35,93.56,129.69,44.175,70.0,69.2,120.5401,31.34,197.02,116.27,120.35,60.38,24.795,45.31,18.8144,53.15,19.95,45.11,21.045,63.91,33.345
2014-10-01,60.33,51.77,40.71,63.36,67.18,54.08,26.85,21.56,45.94,27.36,46.32,38.63,38.3,67.63,47.33,41.91,38.06,37.46,57.53,35.77,98.87,22.585,107.8,92.54,127.48,43.455,69.2,69.24,120.2401,30.95,194.35,118.23,118.51,59.48,24.21,44.385,18.5871,52.15,19.64,44.825,21.165,63.24,32.9
2014-10-02,60.53,51.45,40.93,62.68,66.6,53.45,26.6,21.71,46.13,27.12,45.44,37.92,37.84,67.87,47.72,42.28,37.53,37.47,56.96,36.16,98.87,22.5875,108.83,93.15,128.82,43.62,69.19,69.13,120.2401,30.72,194.38,117.2,119.15,59.3,24.15,44.155,18.6358,52.09,19.63,44.91,21.135,63.11,33.05
2014-10-03,61.06,51.31,41.28,62.68,66.59,53.43,26.06,21.89,46.17,27.03,46.0,37.88,37.8,67.78,47.84,43.38,37.42,38.08,56.97,36.58,99.87,22.855,109.65,93.69,130.15,44.155,69.73,69.6,120.7201,30.72,196.52,117.7,120.16,59.73,24.22,44.085,18.9038,52.8,19.79,45.44,21.27,64.41,33.475
2014-10-06,61.38,51.49,41.82,63.08,67.05,53.73,26.38,22.07,46.57,26.97,45.88,38.44,38.26,68.6,48.21,46.03,37.65,38.63,57.35,38.23,99.79,22.805,108.71,93.26,128.6,43.985,69.66,69.69,120.8101,30.8023,196.29,117.77,119.26,59.79,24.215,44.135,18.8469,52.64,19.795,45.46,21.27,64.11,33.295
2014-10-07,60.87,50.51,41.45,62.01,65.86,52.9,26.31,21.61,46.15,26.51,45.6,37.35,37.6,67.74,47.71,46.72,36.79,38.3,56.36,38.38,98.24,22.465,106.92,91.91,126.11,43.215,68.71,69.28,120.4201,30.35,193.26,119.36,117.17,58.95,23.79,43.56,18.5275,51.36,19.485,45.19,21.24,63.09,32.8
2014-10-08,61.65,51.09,42.07,62.99,66.85,53.77,26.59,22.1,46.99,26.96,45.88,38.27,38.36,68.46,48.37,46.95,37.51,39.02,57.25,38.6,99.8,22.8575,108.97,93.66,128.48,43.89,69.87,70.6,120.7801,30.668,196.64,119.39,119.1,59.87,24.1,43.985,18.8794,52.28,19.855,45.85,21.72,64.7,33.315
2014-10-09,60.85,49.35,41.41,61.3,65.17,52.3037,25.93,21.95,46.29,26.25,44.72,36.85,37.2,67.53,47.44,46.81,36.34,38.38,55.71,38.4,97.68,22.415,106.03,91.38,124.79,42.895,68.37,70.51,119.5501,29.879,192.74,118.87,116.22,58.5,23.51,42.37,18.4815,51.07,19.525,45.39,21.365,63.36,32.56
2014-10-10,59.98,48.67,40.51,60.38,64.159,51.52,25.66,21.64,45.24,25.72,44.08,36.5,36.74,66.32,46.66,44.76,35.8,37.71,54.88,37.04,96.65,22.0825,104.74,90.56,122.74,42.02,67.58,70.41,118.4401,29.32,190.54,120.05,113.78,57.66,23.15,41.775,18.3353,50.32,19.025,45.61,21.465,62.97,32.275
2014-10-13,60.27,48.39,40.92,60.3,63.97,51.55,25.69,21.93,45.58,25.73,43.68,36.6,36.74,66.0,46.54,47.27,35.81,38.049,54.72,38.41,95.3,21.655,104.32,90.55,121.79,41.11,66.65,70.29,118.0801,29.19,187.4099,120.78,112.19,57.26,22.555,40.485,18.1729,49.54,18.815,44.98,21.445,61.48,31.62
2014-10-14,60.44,48.61,41.16,60.45,64.18,51.65,26.01,21.98,45.81,25.87,43.96,36.77,36.72,66.07,46.6,47.32,35.93,38.11,54.91,38.42,95.54,21.705,105.54,91.65,123.04,41.43,67.16,71.35,118.3501,29.19,187.7,121.57,113.4,57.34,22.625,39.975,18.246,50.23,18.845,44.96,21.64,61.02,31.85
2014-10-15,60.31,48.66,40.64,60.09,63.95,51.21,26.05,21.98,46.18,25.7,43.72,36.17,36.2,65.11,46.03,44.9,35.56,37.95,54.61,37.03,94.63,21.62,106.6,92.19,125.03,41.445,66.71,70.85,118.1401,29.15,186.43,122.53,114.45,56.96,22.78,40.28,17.8969,50.11,18.715,44.42,21.355,60.52,31.585
2014-10-16,60.1,48.16,40.27,59.53,63.47,50.6901,26.06,21.53,46.22,25.52,43.56,35.23,36.04,65.07,45.75,43.28,35.04,37.8,54.17,36.15,94.82,21.625,107.8,93.22,126.46,41.725,67.12,71.04,118.9201,29.04,186.27,121.75,115.78,56.89,23.005,41.0,17.8969,50.48,18.605,44.09,21.375,60.21,31.62
2014-10-17,60.38,49.46,40.72,60.64,64.61,51.62,27.05,21.72,46.7,26.16,43.76,36.09,36.76,65.7,46.18,45.08,35.93,38.24,55.06,37.13,95.93,21.9025,107.48,92.88,126.18,42.2,67.78,71.4,120.0001,29.481,188.47,121.07,115.99,57.6,23.31,41.35,18.1242,51.48,18.825,44.63,21.5,61.17,31.97
2014-10-20,60.92,49.82,40.84,61.02,65.12,51.94,27.39,22.05,47.01,26.09,44.64,36.72,36.78,65.66,46.3,43.41,35.97,38.26,55.53,36.32,96.71,22.155,108.74,93.79,127.84,42.645,68.54,72.42,121.0801,29.89,190.3,121.51,117.53,58.1,23.665,41.71,18.2298,51.63,18.96,45.27,21.8,61.91,32.415
