label,sma20_pct,sma50_pct,total_return,sharpe,max_dd
screen 5%/7%,0.05,0.07,1.243019253941057,0.8633661482172864,-0.24039697479841388
screen 6%/8%,0.06,0.08,1.26136456263567,0.8921010686419156,-0.24039697479841388
screen 7%/9%,0.07,0.09,1.2922051785988997,0.9137253116969567,-0.24039697479841388
screen 8%/10%,0.08,0.1,1.3092380026522115,0.9255756631248319,-0.24039697479841388
screen 10%/12%,0.1,0.12,1.2968061773956292,0.9245810645922297,-0.24039697479841388
Phase 1+2 (reference),,,1.3617791109296031,0.9735022242089039,-0.23902795448991604
Screen-off ceiling (daily-rebal + mask),,,1.2680319706666245,0.9081362142683606,-0.24039697479841388
