regime,name,n_weeks,pct_time,mean_ret_w,mean_vol_w,max_dd_in_regime
0,Bear,31,0.050243111831442464,-0.006824435528632684,0.4383952053642583,-0.28738093716039137
1,Neutral,427,0.6920583468395461,0.001986206442838866,0.085265180645244,-0.1248876505482649
2,Bull,159,0.2576985413290113,0.004344895420488704,0.21219823563092882,-0.1702117756574355
