lookback,skip,n_long,cagr,vol,sharpe,max_dd,calmar,avg_turnover_pct,n_rebalances
3,0,3,0.03417396151457108,0.17265550461910045,0.28130782483858946,-0.41838763037625637,0.0816801430860621,126.19047619047619,140
3,0,5,0.05601992515034282,0.1630967479695183,0.41603615599369964,-0.3177155641624443,0.17632099736133947,103.42857142857144,140
3,0,10,0.06276946524731053,0.15791806459296007,0.46488648186683623,-0.3043282509676859,0.2062557946813012,86.2857142857143,140
3,0,15,0.06429478690663148,0.15943449781632976,0.47111200064427367,-0.3381297550947251,0.1901482668646528,69.80952380952381,140
3,0,20,0.06426686024988193,0.16023291603765358,0.4694453487429375,-0.34850750444865,0.1844059580626654,56.00000000000001,140
3,1,3,0.03399337320649365,0.18340886903913725,0.27427576197628806,-0.3686698370775775,0.09220546350077612,149.04761904761904,140
3,1,5,0.023550571415002608,0.17540721939004608,0.22086694493640596,-0.42579195772059997,0.055310042822500266,130.0,140
3,1,10,0.03154380012573754,0.16787589155176247,0.2695021248438395,-0.4038011257998698,0.07811716736364709,103.85714285714289,140
3,1,15,0.035343040027469685,0.16772301311446533,0.2915916285270078,-0.4055967643005711,0.08713836780334472,84.85714285714285,140
3,1,20,0.043287405137232726,0.16341215455610372,0.3415726642960238,-0.3764987512944039,0.11497356893857015,69.92857142857143,140
6,0,3,0.03703948336088514,0.17741727652031813,0.2944297159636504,-0.39054634142038036,0.09484017498711168,86.61800486618004,137
6,0,5,0.051917843728915836,0.16080518040541492,0.3955913455918533,-0.29329044630458656,0.17701853020810085,77.37226277372264,137
6,0,10,0.06111745858895845,0.15793543489595324,0.45503933877463654,-0.3114376806279837,0.19624298018698655,57.22627737226278,137
6,0,15,0.06243644604644327,0.15873964719867867,0.4613806240736684,-0.3168266383850512,0.1970681706711856,47.2992700729927,137
6,0,20,0.06546512443409425,0.1594552005847767,0.47787641597552444,-0.3298032032196291,0.19849753972977155,38.02919708029197,137
6,1,3,0.03282271204472309,0.1830514611489745,0.2683225173551696,-0.3771054555909912,0.08703854998142117,100.72992700729928,137
6,1,5,0.04879655801448868,0.17219137160153059,0.36324301864683056,-0.3382992254246979,0.14424082098689378,84.08759124087591,137
6,1,10,0.05188651432157365,0.16758035383239306,0.38610381832518437,-0.35500838119724876,0.14615574468013648,65.25547445255475,137
6,1,15,0.050636227906025955,0.16446402255289289,0.3830549719219096,-0.3556657367831759,0.14237027261609755,51.58150851581509,137
6,1,20,0.056393104482742595,0.16380641888287625,0.4173158703373111,-0.3579775965104566,0.15753249653737855,41.31386861313869,137
9,0,3,0.05697283955688537,0.15993177096002442,0.42666594258937307,-0.2110231610694514,0.2699838220039487,78.60696517412936,134
9,0,5,0.06005449971146293,0.15778294285261926,0.4487275533313654,-0.24372549966274204,0.24640220163488855,62.08955223880596,134
9,0,10,0.06926229164206976,0.15508342713633425,0.5096696045209721,-0.2801767989308517,0.24720923326404293,46.417910447761194,134
9,0,15,0.06308002102110954,0.15725194456907213,0.46801014413492714,-0.3085452826697779,0.20444331695915524,37.014925373134325,134
9,0,20,0.0626999099549197,0.15749008964169142,0.46524696962879686,-0.3281372771984872,0.19107829043450344,32.98507462686566,134
9,1,3,0.03952112136956609,0.17974592557051725,0.30579898385989573,-0.3248994856623082,0.12164107089613335,80.09950248756219,134
9,1,5,0.04210676985461603,0.16908448877114243,0.32875018357355573,-0.3185791546344223,0.13217051160467364,68.0597014925373,134
9,1,10,0.058114762115386354,0.163189227181149,0.42806891648280965,-0.3146125293611285,0.1847185241903676,51.04477611940299,134
9,1,15,0.06081826726391104,0.16313826664397424,0.44383335699113086,-0.33521786319503466,0.18142907625577842,43.48258706467662,134
9,1,20,0.06453457178766753,0.1603450601001021,0.4705500706596358,-0.3288391581335255,0.19624965637901068,34.701492537313435,134
12,0,3,0.07776093013470997,0.16379986327861268,0.539380199599721,-0.23313422411175033,0.3335457521562176,67.17557251908397,131
12,0,5,0.0793821254208873,0.15931720826744192,0.5593734604091464,-0.2576268227615308,0.3081283407138332,58.01526717557252,131
12,0,10,0.07884812456006274,0.15630476661278095,0.5640618577702728,-0.29002795302789186,0.2718638797980964,41.6793893129771,131
12,0,15,0.07176454056301251,0.1563770902955096,0.521738020421435,-0.311696605865046,0.23023844088338938,33.48600508905853,131
12,0,20,0.07121678972733525,0.15734491735011735,0.5162808645916022,-0.31750257099935464,0.2243030332106508,27.938931297709917,131
12,1,3,0.058100155734639225,0.17797121579547542,0.4066779072587088,-0.32581701110393035,0.17832143121620564,70.22900763358778,131
12,1,5,0.0797344487216427,0.16098081493394534,0.5572423267624187,-0.25268930089140906,0.31554342997651436,54.351145038167935,131
12,1,10,0.0696855001244645,0.15893117870281376,0.5036262726581489,-0.30544969877316797,0.2281406739124471,43.66412213740458,131
12,1,15,0.06549687508646529,0.16017244353237206,0.47650044441072575,-0.3263251802482985,0.20071045402205612,35.216284987277355,131
12,1,20,0.06393093035413089,0.15999678357523037,0.4676905168854915,-0.33217484478419934,0.19246168503718047,30.992366412213745,131
18,0,3,0.08386381305449198,0.15860958330388303,0.5872461475249121,-0.21244532442700992,0.3947548070576868,52.800000000000004,125
18,0,5,0.07912649199112387,0.1592070637992159,0.5582399452821287,-0.2756688817081755,0.28703454485257274,47.36000000000001,125
18,0,10,0.07935327136006975,0.1571895923704637,0.564740101734851,-0.3099067443397572,0.25605532247814883,35.2,125
18,0,15,0.08102709022448806,0.1542131325827531,0.58274275048479,-0.3192135074215948,0.25383352627830114,26.559999999999995,125
18,0,20,0.0771737494389606,0.15494092417267172,0.5577068909906088,-0.33124109753973685,0.23298361831355352,21.6,125
18,1,3,0.06977161524250275,0.16191013877186286,0.4976833853347095,-0.24245488004976357,0.2877715442484895,57.06666666666669,125
18,1,5,0.07834312451395031,0.16156189683625855,0.5479120964636175,-0.27566888170817605,0.28419284769647885,48.63999999999999,125
18,1,10,0.07655318230962882,0.15917757031513166,0.5433252274703484,-0.3099452883997561,0.2469893402957406,36.16000000000001,125
18,1,15,0.07680868168188315,0.1575856108166425,0.5487862776359963,-0.32478997697563095,0.23648722906140088,27.09333333333333,125
18,1,20,0.0713321057107077,0.15673542306154978,0.518399808863202,-0.3457428687652433,0.20631547937765748,23.040000000000003,125
