metric,Phase 1,Phase 2,Phase 3
total_return,1.1098811890014075,1.3617791109296031,1.678476781241584
annualized_return,0.10634603027694095,0.1304822570168289,0.16082743303151298
annualized_volatility,0.16206370037402767,0.1340338560837522,0.1224803681362722
sharpe_ratio,0.6561989515943693,0.9735022242089039,1.313087439879146
max_drawdown,-0.2854151802877341,-0.23902795448991604,-0.1825622944586804
pct_days_in_cash,,0.36958174904942964,0.43193916349809885
