metric,Phase 1,Phase 1+2,Phase 2b,Phase 2b + 5d cooldown,Daily-rebal + mask (screen off),Daily-rebal (screen off)
total_return,1.1098811890014075,1.3617791109296031,1.243019253941057,1.203944886333038,1.2680319706666245,1.0861125885820906
annualized_return,0.10634603027694095,0.1304822570168289,0.11910298554872485,0.11535897770187284,0.12149964129581345,0.10406858263220033
annualized_volatility,0.16206370037402767,0.1340338560837522,0.13795188263363528,0.14339878767920025,0.13379010702012314,0.16077636226851216
sharpe_ratio,0.6561989515943693,0.9735022242089039,0.8633661482172864,0.8044627124738619,0.9081362142683606,0.6472878299012368
max_drawdown,-0.2854151802877341,-0.23902795448991604,-0.24039697479841388,-0.2582284348114293,-0.24039697479841388,-0.27880497660321574
