metric,Stack Portfolio,SPY
total_return,1.1098811890014075,2.5787856971442324
annualized_return,0.10634603027694095,0.12994567583515226
annualized_volatility,0.16206370037402767,0.17922838936269228
sharpe_ratio,0.6561989515943693,0.7250284193102358
max_drawdown,-0.2854151802877341,-0.3410474670449847
